InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV100348,P1008,Monitor,9,2023-10-05,262.49,10187,Netherlands,2362.41
INV100349,P1009,Headphones,6,2023-07-22,150.99,10004,Italy,905.94
INV100350,P1010,Keyboard,1,2023-03-15,12.56,10100,Netherlands,12.56
INV100351,P1011,Phone Case,1,2023-01-25,113.96,10187,Italy,113.96
INV100352,P1012,Keyboard,2,2023-04-11,144.56,10150,France,289.12
INV100353,P1013,Phone Case,9,2023-06-25,224.58,10050,Germany,2021.22
INV100354,P1014,Charger,3,2023-04-27,89.7,10107,United Kingdom,269.1
INV100355,P1015,Charger,1,2023-06-15,437.26,10047,United Kingdom,437.26
INV100356,P1016,Charger,5,2023-02-10,353.93,10071,Netherlands,1769.65
INV100357,P1017,Monitor,7,2023-12-10,47.17,10151,France,330.19
INV100358,P1018,Phone Case,6,2023-04-30,326.8,10123,Spain,1960.8000000000002
INV100359,P1019,Keyboard,1,2023-04-07,328.56,10063,Netherlands,328.56
INV100360,P1000,Keyboard,5,2023-05-25,478.33,10087,Netherlands,2391.65
INV100361,P1001,Smartwatch,5,2023-08-04,6.5,10147,Norway,32.5
INV100362,P1002,Phone Case,6,2023-08-17,127.73,10186,United Kingdom,766.38
INV100363,P1003,Monitor,3,2023-11-09,464.26,10142,Italy,1392.78
INV100364,P1004,Keyboard,5,2023-05-10,466.41,10020,Italy,2332.05
INV100365,P1005,Phone Case,7,2023-12-18,361.69,10123,Netherlands,2531.83
INV100366,P1006,Keyboard,5,2023-11-14,384.05,10159,Netherlands,1920.25
INV100367,P1007,Laptop,5,2023-05-17,50.28,10088,United Kingdom,251.4
INV100368,P1008,Laptop,5,2023-11-20,259.37,10138,Italy,1296.85
INV100369,P1009,Charger,3,2023-12-03,119.63,10074,Netherlands,358.89
INV100370,P1010,Mouse,1,2023-09-30,94.7,10088,Spain,94.7
INV100371,P1011,Keyboard,5,2023-04-27,406.1,10103,Norway,2030.5
INV100372,P1012,Headphones,9,2023-11-02,71.84,10013,Norway,646.5600000000001
INV100373,P1013,Mouse,1,2023-04-04,236.98,10053,France,236.98
INV100374,P1014,Smartwatch,3,2023-06-17,469.6,10182,Spain,1408.8000000000002
INV100375,P1015,Mouse,4,2023-07-22,96.99,10067,Netherlands,387.96
INV100376,P1016,Headphones,1,2023-12-07,489.11,10120,Netherlands,489.11
INV100377,P1017,Smartwatch,1,2023-05-29,497.17,10072,Spain,497.17
INV100378,P1018,Smartwatch,8,2023-07-02,280.03,10139,Spain,2240.24
INV100379,P1019,Laptop,2,2023-06-01,89.22,10096,United Kingdom,178.44
INV100380,P1000,Smartwatch,8,2023-03-15,161.47,10053,Norway,1291.76
INV100381,P1001,Smartwatch,7,2023-12-31,215.12,10047,France,1505.8400000000001
INV100382,P1002,Keyboard,2,2023-10-01,158.12,10027,Germany,316.24
INV100383,P1003,Keyboard,6,2023-02-11,143.91,10050,Italy,863.46
INV100384,P1004,Laptop,6,2023-07-31,486.25,10129,Spain,2917.5
INV100385,P1005,Phone Case,3,2023-04-11,80.92,10134,Italy,242.76
INV100386,P1006,Headphones,2,2023-02-14,368.0,10007,Spain,736.0
INV100387,P1007,Smartwatch,1,2023-03-23,5.2,10112,Spain,5.2
INV100388,P1008,Headphones,6,2023-01-17,300.11,10166,United Kingdom,1800.66
INV100389,P1009,Backpack,5,2023-03-14,458.39,10008,France,2291.95
INV100390,P1010,Charger,9,2023-01-14,147.53,10070,Spain,1327.77
INV100391,P1011,Charger,1,2023-06-06,96.84,10057,Netherlands,96.84
INV100392,P1012,Headphones,7,2023-08-11,327.58,10021,United Kingdom,2293.06
INV100393,P1013,Smartwatch,5,2023-05-12,357.74,10146,United Kingdom,1788.7
INV100394,P1014,Laptop,5,2023-12-04,345.58,10080,United Kingdom,1727.8999999999999
INV100395,P1015,Keyboard,2,2023-02-16,163.06,10070,Netherlands,326.12
INV100396,P1016,Charger,3,2023-04-17,129.84,10103,United Kingdom,389.52
INV100397,P1017,Monitor,7,2023-04-18,478.18,10133,Netherlands,3347.26
INV100398,P1018,Phone Case,6,2023-09-22,462.03,10138,France,2772.18
INV100399,P1019,Keyboard,2,2023-07-24,231.37,10122,United Kingdom,462.74
INV100400,P1000,Monitor,6,2023-03-20,423.87,10035,United Kingdom,2543.2200000000003
INV100401,P1001,Charger,2,2023-06-04,228.9,10034,France,457.8
INV100402,P1002,Mouse,2,2023-09-28,215.07,10092,Italy,430.14
INV100403,P1003,Smartwatch,2,2023-09-04,82.6,10002,Spain,165.2
INV100404,P1004,Laptop,3,2023-01-19,216.07,10183,Italy,648.21
INV100405,P1005,Backpack,2,2023-12-12,271.02,10144,Germany,542.04
INV100406,P1006,Charger,4,2023-01-26,16.14,10061,Spain,64.56
INV100407,P1007,Laptop,9,2023-08-05,224.84,10044,France,2023.56
INV100408,P1008,Backpack,6,2023-06-03,391.77,10151,Norway,2350.62
INV100409,P1009,Headphones,1,2023-06-03,341.62,10034,Italy,341.62
INV100410,P1010,Mouse,8,2023-06-23,319.4,10087,Italy,2555.2
INV100411,P1011,Phone Case,7,2023-04-02,455.23,10053,France,3186.61
INV100412,P1012,Charger,3,2023-12-04,13.93,10103,Spain,41.79
INV100413,P1013,Backpack,1,2023-06-30,280.74,10171,Netherlands,280.74
INV100414,P1014,Backpack,5,2023-05-11,394.74,10156,United Kingdom,1973.7
INV100415,P1015,Smartwatch,4,2023-10-25,272.96,10048,Netherlands,1091.84
INV100416,P1016,Charger,8,2023-10-02,165.33,10026,Germany,1322.64
INV100417,P1017,Mouse,1,2023-09-30,72.44,10120,Netherlands,72.44
INV100418,P1018,Monitor,1,2023-03-17,444.34,10050,Norway,444.34
INV100419,P1019,Headphones,4,2023-06-26,238.03,10023,Italy,952.12
INV100420,P1000,Smartwatch,8,2023-07-03,439.67,10138,Spain,3517.36
INV100421,P1001,Phone Case,5,2023-11-15,295.0,10103,Norway,1475.0
INV100422,P1002,Smartwatch,2,2023-05-11,338.73,10069,Netherlands,677.46
INV100423,P1003,Backpack,6,2023-12-29,403.11,10130,Netherlands,2418.66
INV100424,P1004,Charger,5,2023-02-18,331.28,10074,Netherlands,1656.3999999999999
INV100425,P1005,Monitor,2,2023-02-24,202.04,10044,Netherlands,404.08
INV100426,P1006,Keyboard,3,2023-06-03,259.25,10133,Norway,777.75
INV100427,P1007,Charger,9,2023-12-21,402.51,10014,United Kingdom,3622.59
INV100428,P1008,Mouse,7,2023-07-19,189.96,10130,France,1329.72
INV100429,P1009,Monitor,7,2023-11-04,197.12,10131,Spain,1379.8400000000001
INV100430,P1010,Phone Case,6,2023-12-22,52.37,10144,United Kingdom,314.21999999999997
INV100431,P1011,Smartwatch,8,2023-04-28,457.72,10105,United Kingdom,3661.76
INV100432,P1012,Charger,4,2023-09-20,50.06,10013,United Kingdom,200.24
INV100433,P1013,Keyboard,8,2023-02-15,325.86,10047,Germany,2606.88
INV100434,P1014,Backpack,4,2023-10-29,209.53,10159,Netherlands,838.12
INV100435,P1015,Phone Case,8,2023-12-22,205.78,10011,United Kingdom,1646.24
INV100436,P1016,Headphones,9,2023-07-08,341.38,10020,Spain,3072.42
INV100437,P1017,Headphones,3,2023-11-06,38.21,10130,Italy,114.63
INV100438,P1018,Headphones,3,2023-11-14,298.88,10091,Italy,896.64
INV100439,P1019,Laptop,2,2023-05-09,387.16,10105,Norway,774.32
INV100440,P1000,Backpack,3,2023-02-18,414.97,10062,Spain,1244.91
INV100441,P1001,Headphones,3,2023-01-25,89.41,10087,Netherlands,268.23
INV100442,P1002,Mouse,5,2023-09-23,449.22,10062,Spain,2246.1000000000004
INV100443,P1003,Headphones,5,2023-04-28,329.79,10037,United Kingdom,1648.95
INV100444,P1004,Phone Case,2,2023-05-24,441.52,10049,Netherlands,883.04
INV100445,P1005,Mouse,6,2023-07-19,245.21,10136,Norway,1471.26
INV100446,P1006,Backpack,5,2023-06-06,273.31,10049,Netherlands,1366.55
INV100447,P1007,Backpack,6,2023-12-14,459.92,10001,Netherlands,2759.52
INV100448,P1008,Keyboard,1,2023-05-14,450.46,10198,Norway,450.46
INV100449,P1009,Backpack,5,2023-05-28,226.84,10097,Norway,1134.2
INV100450,P1010,Smartwatch,9,2023-12-02,140.83,10115,France,1267.47
INV100451,P1011,Keyboard,2,2023-03-12,199.62,10110,Norway,399.24
INV100452,P1012,Headphones,1,2023-08-21,196.94,10187,Italy,196.94
INV100453,P1013,Keyboard,9,2023-11-30,147.0,10123,France,1323.0
INV100454,P1014,Smartwatch,9,2023-10-26,137.95,10062,France,1241.55
INV100455,P1015,Laptop,9,2023-06-03,431.23,10189,Italy,3881.07
INV100456,P1016,Monitor,6,2023-03-31,39.58,10151,United Kingdom,237.48
INV100457,P1017,Mouse,8,2023-11-30,340.42,10013,Spain,2723.36
INV100458,P1018,Charger,1,2023-07-18,90.55,10128,Netherlands,90.55
INV100459,P1019,Mouse,4,2023-06-10,175.53,10092,Spain,702.12
INV100460,P1000,Mouse,1,2023-01-26,35.46,10008,Italy,35.46
INV100461,P1001,Charger,8,2023-05-01,138.64,10080,Spain,1109.12
INV100462,P1002,Phone Case,1,2023-10-28,385.37,10052,Norway,385.37
INV100463,P1003,Smartwatch,3,2023-07-31,443.08,10036,Netherlands,1329.24
INV100464,P1004,Phone Case,4,2023-03-04,114.66,10026,Spain,458.64
INV100465,P1005,Charger,8,2023-03-09,234.46,10123,France,1875.68
INV100466,P1006,Headphones,6,2023-09-10,237.81,10027,Spain,1426.8600000000001
INV100467,P1007,Monitor,7,2023-01-02,437.42,10095,France,3061.94
INV100468,P1008,Headphones,8,2023-04-18,382.59,10053,Netherlands,3060.72
INV100469,P1009,Laptop,2,2023-10-13,258.97,10150,United Kingdom,517.94
INV100470,P1010,Charger,8,2023-02-18,337.02,10003,Italy,2696.16
INV100471,P1011,Monitor,3,2023-05-20,424.44,10129,France,1273.32
INV100472,P1012,Backpack,7,2023-08-06,9.72,10097,Germany,68.04
INV100473,P1013,Backpack,3,2023-02-13,204.43,10167,Netherlands,613.29
INV100474,P1014,Laptop,7,2023-09-26,454.09,10100,Norway,3178.6299999999997
INV100475,P1015,Smartwatch,2,2023-03-19,371.45,10189,Norway,742.9
INV100476,P1016,Monitor,6,2023-08-04,273.71,10130,Germany,1642.2599999999998
INV100477,P1017,Charger,3,2023-04-08,267.17,10051,Germany,801.51
INV100478,P1018,Charger,3,2023-08-24,177.15,10103,United Kingdom,531.45
INV100479,P1019,Charger,9,2023-10-09,262.66,10004,France,2363.94
INV100480,P1000,Phone Case,7,2023-05-29,329.41,10098,Italy,2305.8700000000003
INV100481,P1001,Headphones,5,2023-10-31,212.09,10160,Spain,1060.45
INV100482,P1002,Smartwatch,7,2023-03-07,358.51,10189,Netherlands,2509.5699999999997
INV100483,P1003,Smartwatch,9,2023-08-22,431.31,10147,Netherlands,3881.79
INV100484,P1004,Keyboard,1,2023-03-28,81.57,10146,Italy,81.57
INV100485,P1005,Monitor,7,2023-03-20,228.52,10185,Spain,1599.64
INV100486,P1006,Phone Case,6,2023-07-24,206.97,10023,Norway,1241.82
INV100487,P1007,Laptop,9,2023-10-06,345.3,10010,Netherlands,3107.7000000000003
INV100488,P1008,Mouse,1,2023-12-03,128.68,10130,Germany,128.68
INV100489,P1009,Monitor,4,2023-09-11,321.92,10199,Netherlands,1287.68
INV100490,P1010,Laptop,9,2023-10-31,439.36,10189,Norway,3954.2400000000002
INV100491,P1011,Mouse,4,2023-05-10,211.98,10120,Spain,847.92
INV100492,P1012,Headphones,3,2023-03-25,455.95,10133,France,1367.85
INV100493,P1013,Charger,9,2023-10-03,496.62,10107,Norway,4469.58
INV100494,P1014,Headphones,2,2023-07-06,57.52,10014,Spain,115.04
INV100495,P1015,Smartwatch,4,2023-02-15,120.36,10150,Netherlands,481.44
INV100496,P1016,Headphones,6,2023-07-02,475.44,10194,France,2852.64
INV100497,P1017,Smartwatch,2,2023-09-25,479.37,10120,Italy,958.74
INV100498,P1018,Laptop,8,2023-10-23,53.37,10053,Norway,426.96
INV100499,P1019,Laptop,8,2023-11-18,12.42,10150,Norway,99.36
INV100500,P1000,Mouse,1,2023-04-10,84.74,10103,Spain,84.74
INV100501,P1001,Headphones,3,2023-03-19,498.03,10146,France,1494.09
INV100502,P1002,Keyboard,9,2023-09-29,94.1,10004,France,846.9
INV100503,P1003,Mouse,5,2023-12-05,253.76,10029,Spain,1268.8
INV100504,P1004,Backpack,6,2023-06-11,424.97,10011,Spain,2549.82
INV100505,P1005,Charger,4,2023-02-13,15.1,10196,Spain,60.4
INV100506,P1006,Keyboard,2,2023-08-26,304.22,10186,Spain,608.44
INV100507,P1007,Monitor,8,2023-05-14,142.13,10032,France,1137.04
INV100508,P1008,Backpack,6,2023-07-11,431.86,10095,Italy,2591.16
INV100509,P1009,Laptop,5,2023-12-22,145.31,10103,Netherlands,726.55
INV100510,P1010,Mouse,9,2023-10-05,344.94,10062,France,3104.46
INV100511,P1011,Monitor,1,2023-01-18,338.74,10026,Germany,338.74
INV100512,P1012,Charger,5,2023-01-12,114.64,10197,United Kingdom,573.2
INV100513,P1013,Laptop,6,2023-06-29,22.23,10051,Netherlands,133.38
INV100514,P1014,Backpack,5,2023-05-03,207.58,10064,France,1037.9
INV100515,P1015,Phone Case,6,2023-09-03,148.15,10192,United Kingdom,888.9000000000001
INV100516,P1016,Headphones,6,2023-08-10,405.44,10131,Netherlands,2432.64
INV100517,P1017,Keyboard,7,2023-02-20,401.18,10003,United Kingdom,2808.26
INV100518,P1018,Laptop,4,2023-03-12,231.23,10020,Italy,924.92
INV100519,P1019,Backpack,8,2023-02-17,305.22,10128,Germany,2441.76
INV100520,P1000,Headphones,7,2023-01-19,304.11,10081,Netherlands,2128.77
INV100521,P1001,Mouse,9,2023-09-19,414.44,10105,Germany,3729.96
INV100522,P1002,Smartwatch,7,2023-03-25,215.38,10061,United Kingdom,1507.6599999999999
INV100523,P1003,Monitor,3,2023-06-04,141.35,10008,Italy,424.04999999999995
INV100524,P1004,Smartwatch,3,2023-02-22,136.19,10162,Italy,408.57
INV100525,P1005,Laptop,8,2023-04-17,270.42,10135,Spain,2163.36
INV100526,P1006,Smartwatch,5,2023-12-23,227.33,10029,United Kingdom,1136.65
INV100527,P1007,Charger,4,2023-10-31,222.86,10192,Germany,891.44
INV100528,P1008,Phone Case,8,2023-05-15,50.11,10013,Germany,400.88
INV100529,P1009,Keyboard,6,2023-03-10,360.71,10116,Germany,2164.2599999999998
INV100530,P1010,Monitor,2,2023-01-11,110.8,10174,United Kingdom,221.6
INV100531,P1011,Mouse,4,2023-05-23,102.49,10053,Netherlands,409.96
INV100532,P1012,Monitor,4,2023-07-11,209.32,10117,France,837.28
INV100533,P1013,Keyboard,6,2023-03-10,117.75,10043,Germany,706.5
INV100534,P1014,Mouse,6,2023-01-23,294.01,10146,France,1764.06
INV100535,P1015,Headphones,1,2023-06-30,188.87,10156,Spain,188.87
INV100536,P1016,Laptop,8,2023-10-20,227.21,10100,France,1817.68
INV100537,P1017,Laptop,6,2023-01-09,270.9,10072,Germany,1625.3999999999999
INV100538,P1018,Phone Case,3,2023-09-28,105.75,10036,Netherlands,317.25
INV100539,P1019,Keyboard,9,2023-04-03,82.1,10110,Italy,738.9
INV100540,P1000,Headphones,2,2023-01-17,440.81,10023,Italy,881.62
INV100541,P1001,Keyboard,8,2023-06-03,219.69,10070,Norway,1757.52
INV100542,P1002,Mouse,3,2023-11-24,208.99,10115,United Kingdom,626.97
INV100543,P1003,Charger,5,2023-05-29,22.63,10142,France,113.14999999999999
INV100544,P1004,Headphones,6,2023-09-24,251.5,10092,Netherlands,1509.0
INV100545,P1005,Backpack,6,2023-11-24,279.31,10136,United Kingdom,1675.8600000000001
INV100546,P1006,Keyboard,4,2023-04-16,281.63,10085,Spain,1126.52
INV100547,P1007,Headphones,3,2023-02-04,354.98,10094,Italy,1064.94
INV100548,P1008,Smartwatch,4,2023-04-29,92.85,10112,Netherlands,371.4
INV100549,P1009,Keyboard,1,2023-01-14,129.85,10069,Netherlands,129.85
INV100550,P1010,Backpack,4,2023-01-14,406.31,10186,Italy,1625.24
INV100551,P1011,Mouse,1,2023-09-23,473.85,10110,United Kingdom,473.85
INV100552,P1012,Backpack,1,2023-05-20,72.29,10091,Germany,72.29
INV100553,P1013,Backpack,6,2023-10-21,251.34,10087,Germany,1508.04
INV100554,P1014,Keyboard,5,2023-12-30,111.02,10189,France,555.1
INV100555,P1015,Laptop,4,2023-04-29,34.74,10010,Italy,138.96
INV100556,P1016,Phone Case,3,2023-08-26,166.12,10123,Germany,498.36
INV100557,P1017,Monitor,1,2023-02-03,76.13,10095,Netherlands,76.13
INV100558,P1018,Charger,6,2023-06-18,356.42,10189,Netherlands,2138.52
INV100559,P1019,Charger,2,2023-01-10,269.19,10107,Germany,538.38
INV100560,P1000,Monitor,8,2023-05-02,76.2,10183,France,609.6
INV100561,P1001,Backpack,5,2023-05-25,9.57,10027,Norway,47.85
INV100562,P1002,Phone Case,7,2023-08-11,405.04,10112,Netherlands,2835.28
INV100563,P1003,Monitor,2,2023-09-14,92.22,10089,Germany,184.44
INV100564,P1004,Backpack,8,2023-09-25,305.08,10142,United Kingdom,2440.64
INV100565,P1005,Backpack,2,2023-12-25,171.78,10103,Italy,343.56
INV100566,P1006,Keyboard,4,2023-01-04,294.82,10159,Italy,1179.28
INV100567,P1007,Charger,1,2023-12-20,161.25,10162,Netherlands,161.25
INV100568,P1008,Mouse,5,2023-04-16,48.04,10107,Italy,240.2
INV100569,P1009,Mouse,9,2023-03-26,115.36,10088,United Kingdom,1038.24
INV100570,P1010,Smartwatch,1,2023-08-02,98.09,10157,Germany,98.09
INV100571,P1011,Headphones,9,2023-05-01,216.87,10038,France,1951.83
INV100572,P1012,Charger,8,2023-05-12,330.85,10002,Italy,2646.8
INV100573,P1013,Keyboard,6,2023-12-04,135.58,10189,France,813.48
INV100574,P1014,Headphones,7,2023-07-16,10.97,10197,Germany,76.79
INV100575,P1015,Monitor,3,2023-01-19,261.87,10185,Norway,785.61
INV100576,P1016,Keyboard,1,2023-05-10,304.85,10014,Italy,304.85
INV100577,P1017,Keyboard,5,2023-01-12,481.62,10112,Spain,2408.1
INV100578,P1018,Backpack,2,2023-03-22,296.79,10026,Netherlands,593.58
INV100579,P1019,Keyboard,5,2023-11-26,238.23,10067,Germany,1191.1499999999999
INV100580,P1000,Phone Case,8,2023-12-20,288.83,10105,Italy,2310.64
INV100581,P1001,Headphones,9,2023-09-19,464.31,10147,United Kingdom,4178.79
INV100582,P1002,Smartwatch,2,2023-05-05,415.05,10128,Netherlands,830.1
INV100583,P1003,Backpack,3,2023-11-03,164.87,10003,France,494.61
INV100584,P1004,Charger,3,2023-09-24,122.44,10017,Norway,367.32
INV100585,P1005,Backpack,1,2023-05-20,135.0,10161,France,135.0
INV100586,P1006,Phone Case,8,2023-11-25,254.69,10103,United Kingdom,2037.52
INV100587,P1007,Laptop,6,2023-01-02,373.3,10156,Spain,2239.8
INV100588,P1008,Monitor,8,2023-01-08,254.09,10183,Italy,2032.72
INV100589,P1009,Charger,9,2023-09-07,38.56,10014,Norway,347.04
INV100590,P1010,Phone Case,5,2023-05-19,363.17,10102,United Kingdom,1815.8500000000001
INV100591,P1011,Phone Case,3,2023-05-04,403.96,10120,France,1211.8799999999999
INV100592,P1012,Smartwatch,5,2023-11-05,148.3,10074,Spain,741.5
INV100593,P1013,Backpack,5,2023-08-16,333.74,10184,Netherlands,1668.7
INV100594,P1014,Smartwatch,5,2023-01-10,216.16,10112,Italy,1080.8
INV100595,P1015,Backpack,3,2023-07-31,445.11,10187,Spain,1335.33
INV100596,P1016,Backpack,4,2023-04-22,423.39,10001,France,1693.56
INV100597,P1017,Backpack,9,2023-01-08,265.09,10129,Norway,2385.81
INV100598,P1018,Backpack,9,2023-10-19,347.3,10088,Spain,3125.7000000000003
INV100599,P1019,Charger,2,2023-12-28,442.26,10094,Spain,884.52
INV100600,P1000,Mouse,8,2023-09-10,250.38,10092,France,2003.04
INV100601,P1001,Headphones,8,2023-01-14,160.06,10017,United Kingdom,1280.48
INV100602,P1002,Phone Case,7,2023-08-28,378.06,10169,Netherlands,2646.42
INV100603,P1003,Headphones,8,2023-08-30,113.93,10036,Norway,911.44
INV100604,P1004,Monitor,3,2023-12-08,197.32,10089,Spain,591.96
INV100605,P1005,Phone Case,6,2023-05-29,433.53,10083,France,2601.18
INV100606,P1006,Monitor,1,2023-08-24,363.59,10159,Netherlands,363.59
INV100607,P1007,Smartwatch,7,2023-11-02,204.89,10128,France,1434.23
INV100608,P1008,Phone Case,1,2023-06-16,111.3,10189,Spain,111.3
INV100609,P1009,Backpack,9,2023-01-20,181.2,10123,United Kingdom,1630.8
INV100610,P1010,Backpack,1,2023-08-04,145.63,10138,Italy,145.63
INV100611,P1011,Charger,1,2023-12-09,92.16,10119,Norway,92.16
INV100612,P1012,Charger,7,2023-05-15,372.95,10008,Germany,2610.65
INV100613,P1013,Monitor,2,2023-05-09,129.77,10087,Spain,259.54
INV100614,P1014,Charger,5,2023-10-21,229.81,10187,Germany,1149.05
INV100615,P1015,Monitor,8,2023-09-03,196.0,10169,Netherlands,1568.0
INV100616,P1016,Backpack,8,2023-07-08,491.13,10070,Norway,3929.04
INV100617,P1017,Phone Case,3,2023-02-13,198.59,10083,Netherlands,595.77
INV100618,P1018,Keyboard,7,2023-03-27,44.59,10063,Italy,312.13
INV100619,P1019,Backpack,3,2023-02-13,49.46,10051,Norway,148.38
INV100620,P1000,Smartwatch,6,2023-11-26,297.42,10086,Norway,1784.52
INV100621,P1001,Mouse,6,2023-05-25,301.68,10052,Norway,1810.08
INV100622,P1002,Monitor,3,2023-02-20,212.29,10027,Italy,636.87
INV100623,P1003,Monitor,7,2023-08-30,218.76,10001,Spain,1531.32
INV100624,P1004,Laptop,3,2023-10-21,31.7,10166,Netherlands,95.1
INV100625,P1005,Charger,8,2023-02-20,260.69,10185,Netherlands,2085.52
INV100626,P1006,Phone Case,4,2023-09-23,254.85,10002,Norway,1019.4
INV100627,P1007,Backpack,1,2023-04-30,79.03,10020,Netherlands,79.03
INV100628,P1008,Laptop,4,2023-07-19,56.4,10187,United Kingdom,225.6
INV100629,P1009,Keyboard,7,2023-09-05,66.17,10128,Spain,463.19
INV100630,P1010,Laptop,4,2023-03-11,55.01,10162,France,220.04
INV100631,P1011,Backpack,6,2023-12-07,306.81,10080,Netherlands,1840.8600000000001
INV100632,P1012,Mouse,9,2023-02-26,102.26,10134,France,920.34
INV100633,P1013,Headphones,1,2023-02-08,129.46,10032,France,129.46
INV100634,P1014,Charger,5,2023-10-16,90.92,10089,United Kingdom,454.6
INV100635,P1015,Monitor,7,2023-01-18,479.13,10095,Norway,3353.91
INV100636,P1016,Mouse,1,2023-08-08,428.04,10014,Italy,428.04
INV100637,P1017,Phone Case,4,2023-11-09,119.09,10129,Italy,476.36
INV100638,P1018,Keyboard,6,2023-09-01,167.15,10117,Germany,1002.9000000000001
INV100639,P1019,Smartwatch,2,2023-12-18,108.9,10189,Norway,217.8
INV100640,P1000,Phone Case,5,2023-10-31,248.48,10085,Spain,1242.3999999999999
INV100641,P1001,Laptop,1,2023-10-25,14.71,10092,Germany,14.71
INV100642,P1002,Smartwatch,6,2023-10-10,337.33,10147,France,2023.98
INV100643,P1003,Phone Case,6,2023-03-15,263.96,10129,Germany,1583.7599999999998
INV100644,P1004,Phone Case,4,2023-04-20,449.83,10050,Norway,1799.32
INV100645,P1005,Monitor,8,2023-06-29,86.37,10112,Norway,690.96
INV100646,P1006,Phone Case,4,2023-02-01,403.03,10174,Germany,1612.12
INV100647,P1007,Keyboard,8,2023-08-22,397.02,10134,Spain,3176.16
INV100648,P1008,Headphones,8,2023-10-09,67.95,10103,Italy,543.6
INV100649,P1009,Laptop,5,2023-01-25,202.29,10146,Italy,1011.4499999999999
INV100650,P1010,Laptop,4,2023-11-27,89.23,10054,Germany,356.92
INV100651,P1011,Monitor,2,2023-10-06,131.09,10169,United Kingdom,262.18
INV100652,P1012,Headphones,3,2023-08-14,135.31,10041,Italy,405.93
INV100653,P1013,Phone Case,3,2023-02-26,280.34,10120,Netherlands,841.02
INV100654,P1014,Phone Case,4,2023-06-29,208.65,10071,Italy,834.6
INV100655,P1015,Mouse,4,2023-08-20,474.13,10100,Netherlands,1896.52
INV100656,P1016,Charger,5,2023-12-09,67.55,10063,Netherlands,337.75
INV100657,P1017,Phone Case,4,2023-10-14,486.98,10014,Norway,1947.92
INV100658,P1018,Keyboard,8,2023-03-05,119.17,10119,France,953.36
INV100659,P1019,Charger,6,2023-08-20,387.57,10041,Netherlands,2325.42
INV100660,P1000,Backpack,6,2023-10-16,172.79,10043,Norway,1036.74
